bbox,comparison,attribute,freq_nlp,freq_have_bboxes
right hilar structures,no change;;worsened,anatomicalfinding|yes|infiltration,7,7
right hilar structures,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,2,1
right hilar structures,no change;;worsened,anatomicalfinding|yes|lung lesion,9,8
right hilar structures,no change;;worsened,anatomicalfinding|yes|lung opacity,706,676
right hilar structures,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),4,4
right hilar structures,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,3,2
right hilar structures,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,4,4
right hilar structures,no change;;worsened,anatomicalfinding|yes|pneumomediastinum,3,3
right hilar structures,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,562,539
right hilar structures,no change;;worsened,anatomicalfinding|yes|vascular congestion,257,243
right hilar structures,no change;;worsened,anatomicalfinding|yes|vascular redistribution,4,3
right hilar structures,no change;;worsened,disease|yes|aspiration,4,3
right hilar structures,no change;;worsened,disease|yes|copd/emphysema,2,2
right hilar structures,no change;;worsened,disease|yes|fluid overload/heart failure,9,9
right hilar structures,no change;;worsened,disease|yes|pneumonia,27,27
right hilar structures,no change;;worsened,nlp|yes|abnormal,707,677
right hilar structures,no change;;worsened,nlp|yes|normal,5,5
right hilar structures,worsened,anatomicalfinding|yes|airspace opacity,352,333
right hilar structures,worsened,anatomicalfinding|yes|atelectasis,399,379
right hilar structures,worsened,anatomicalfinding|yes|bronchiectasis,10,9
right hilar structures,worsened,anatomicalfinding|yes|calcified nodule,2,2
right hilar structures,worsened,anatomicalfinding|yes|consolidation,334,313
right hilar structures,worsened,anatomicalfinding|yes|enlarged hilum,623,598
right hilar structures,worsened,anatomicalfinding|yes|infiltration,61,57
right hilar structures,worsened,anatomicalfinding|yes|linear/patchy atelectasis,31,30
right hilar structures,worsened,anatomicalfinding|yes|lung lesion,109,103
right hilar structures,worsened,anatomicalfinding|yes|lung opacity,11477,10936
right hilar structures,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),75,72
right hilar structures,worsened,anatomicalfinding|yes|multiple masses/nodules,30,27
right hilar structures,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,69,66
right hilar structures,worsened,anatomicalfinding|yes|pneumomediastinum,62,53
right hilar structures,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,8498,8112
right hilar structures,worsened,anatomicalfinding|yes|vascular congestion,3331,3192
right hilar structures,worsened,anatomicalfinding|yes|vascular redistribution,91,87
right hilar structures,worsened,disease|yes|aspiration,252,234
right hilar structures,worsened,disease|yes|copd/emphysema,27,23
right hilar structures,worsened,disease|yes|fluid overload/heart failure,323,312
right hilar structures,worsened,disease|yes|lung cancer,35,35
right hilar structures,worsened,disease|yes|pneumonia,739,701
right hilar structures,worsened,nlp|yes|abnormal,11715,11156
right hilar structures,worsened,nlp|yes|normal,102,100
right hilar structures,worsened,technicalassessment|yes|artifact,4,4
right lower lung zone,improved,anatomicalfinding|yes|airspace opacity,318,298
right lower lung zone,improved,anatomicalfinding|yes|atelectasis,3031,2888
right lower lung zone,improved,anatomicalfinding|yes|bronchiectasis,13,13
right lower lung zone,improved,anatomicalfinding|yes|calcified nodule,1,1
right lower lung zone,improved,anatomicalfinding|yes|consolidation,751,710
right lower lung zone,improved,anatomicalfinding|yes|cyst/bullae,3,3
right lower lung zone,improved,anatomicalfinding|yes|hydropneumothorax,24,24
right lower lung zone,improved,anatomicalfinding|yes|hyperaeration,11,10
right lower lung zone,improved,anatomicalfinding|yes|increased reticular markings/ild pattern,6,5
right lower lung zone,improved,anatomicalfinding|yes|infiltration,80,78
right lower lung zone,improved,anatomicalfinding|yes|linear/patchy atelectasis,315,298
right lower lung zone,improved,anatomicalfinding|yes|lobar/segmental collapse,193,187
right lower lung zone,improved,anatomicalfinding|yes|lung lesion,74,70
right lower lung zone,improved,anatomicalfinding|yes|lung opacity,6465,6124
right lower lung zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),42,39
right lower lung zone,improved,anatomicalfinding|yes|multiple masses/nodules,24,23
right lower lung zone,improved,anatomicalfinding|yes|pleural effusion,1384,1331
right lower lung zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,102,98
right lower lung zone,improved,anatomicalfinding|yes|pneumothorax,116,115
right lower lung zone,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,845,779
right lower lung zone,improved,anatomicalfinding|yes|vascular congestion,176,168
right lower lung zone,improved,anatomicalfinding|yes|vascular redistribution,9,9
right lower lung zone,improved,disease|yes|alveolar hemorrhage,30,28
right lower lung zone,improved,disease|yes|aspiration,331,299
right lower lung zone,improved,disease|yes|copd/emphysema,11,9
right lower lung zone,improved,disease|yes|fluid overload/heart failure,39,37
right lower lung zone,improved,disease|yes|granulomatous disease,2,2
right lower lung zone,improved,disease|yes|interstitial lung disease,6,6
right lower lung zone,improved,disease|yes|lung cancer,1,1
right lower lung zone,improved,disease|yes|pneumonia,641,596
right lower lung zone,improved,nlp|yes|abnormal,6564,6219
right lower lung zone,improved,nlp|yes|normal,339,327
right lower lung zone,improved,technicalassessment|yes|artifact,3,3
right lower lung zone,improved,technicalassessment|yes|breast/nipple shadows,1,1
right lower lung zone,improved,technicalassessment|yes|low lung volumes,26,24
right lower lung zone,improved;;no change,anatomicalfinding|yes|airspace opacity,60,57
right lower lung zone,improved;;no change,anatomicalfinding|yes|atelectasis,478,448
right lower lung zone,improved;;no change,anatomicalfinding|yes|bronchiectasis,2,2
right lower lung zone,improved;;no change,anatomicalfinding|yes|consolidation,202,188
right lower lung zone,improved;;no change,anatomicalfinding|yes|cyst/bullae,1,1
right lower lung zone,improved;;no change,anatomicalfinding|yes|hydropneumothorax,7,7
right lower lung zone,improved;;no change,anatomicalfinding|yes|hyperaeration,7,5
right lower lung zone,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,6,6
right lower lung zone,improved;;no change,anatomicalfinding|yes|infiltration,23,20
right lower lung zone,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,31,28
right lower lung zone,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,42,39
right lower lung zone,improved;;no change,anatomicalfinding|yes|lung lesion,22,19
right lower lung zone,improved;;no change,anatomicalfinding|yes|lung opacity,1091,1022
right lower lung zone,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),11,8
right lower lung zone,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,6,6
right lower lung zone,improved;;no change,anatomicalfinding|yes|pleural effusion,334,311
right lower lung zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,24,17
right lower lung zone,improved;;no change,anatomicalfinding|yes|pneumothorax,20,20
right lower lung zone,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,208,193
right lower lung zone,improved;;no change,anatomicalfinding|yes|vascular congestion,43,43
right lower lung zone,improved;;no change,anatomicalfinding|yes|vascular redistribution,1,1
right lower lung zone,improved;;no change,disease|yes|alveolar hemorrhage,5,4
right lower lung zone,improved;;no change,disease|yes|aspiration,23,20
right lower lung zone,improved;;no change,disease|yes|copd/emphysema,7,7
right lower lung zone,improved;;no change,disease|yes|fluid overload/heart failure,4,4
right lower lung zone,improved;;no change,disease|yes|interstitial lung disease,3,3
right lower lung zone,improved;;no change,disease|yes|lung cancer,5,2
right lower lung zone,improved;;no change,disease|yes|pneumonia,130,120
right lower lung zone,improved;;no change,nlp|yes|abnormal,1099,1028
right lower lung zone,improved;;no change,nlp|yes|normal,31,29
right lower lung zone,improved;;no change,technicalassessment|yes|low lung volumes,22,20
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,2,1
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,47,44
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,21,19
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|infiltration,1,1
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,4,4
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,1,1
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,4,4
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,98,93
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),2,2
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pleural effusion,35,31
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,26,25
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,1,1
right lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular redistribution,1,1
right lower lung zone,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
right lower lung zone,improved;;no change;;worsened,disease|yes|aspiration,3,3
right lower lung zone,improved;;no change;;worsened,disease|yes|fluid overload/heart failure,1,1
right lower lung zone,improved;;no change;;worsened,disease|yes|interstitial lung disease,1,1
right lower lung zone,improved;;no change;;worsened,disease|yes|pneumonia,9,9
right lower lung zone,improved;;no change;;worsened,nlp|yes|abnormal,98,93
right lower lung zone,improved;;no change;;worsened,nlp|yes|normal,1,1
right lower lung zone,improved;;worsened,anatomicalfinding|yes|airspace opacity,73,69
right lower lung zone,improved;;worsened,anatomicalfinding|yes|atelectasis,400,376
right lower lung zone,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right lower lung zone,improved;;worsened,anatomicalfinding|yes|consolidation,191,173
right lower lung zone,improved;;worsened,anatomicalfinding|yes|hydropneumothorax,7,7
right lower lung zone,improved;;worsened,anatomicalfinding|yes|hyperaeration,25,24
right lower lung zone,improved;;worsened,anatomicalfinding|yes|infiltration,30,30
right lower lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,51,49
right lower lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,46,39
right lower lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,10,10
right lower lung zone,improved;;worsened,anatomicalfinding|yes|lung opacity,925,870
right lower lung zone,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),7,7
right lower lung zone,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right lower lung zone,improved;;worsened,anatomicalfinding|yes|pleural effusion,166,156
right lower lung zone,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,5,5
right lower lung zone,improved;;worsened,anatomicalfinding|yes|pneumothorax,23,23
right lower lung zone,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,168,162
right lower lung zone,improved;;worsened,anatomicalfinding|yes|vascular congestion,29,28
right lower lung zone,improved;;worsened,anatomicalfinding|yes|vascular redistribution,9,9
right lower lung zone,improved;;worsened,disease|yes|alveolar hemorrhage,5,5
right lower lung zone,improved;;worsened,disease|yes|aspiration,70,63
right lower lung zone,improved;;worsened,disease|yes|copd/emphysema,1,1
right lower lung zone,improved;;worsened,disease|yes|fluid overload/heart failure,3,3
right lower lung zone,improved;;worsened,disease|yes|interstitial lung disease,2,2
right lower lung zone,improved;;worsened,disease|yes|pneumonia,154,140
right lower lung zone,improved;;worsened,nlp|yes|abnormal,999,943
right lower lung zone,improved;;worsened,nlp|yes|normal,15,13
right lower lung zone,improved;;worsened,technicalassessment|yes|low lung volumes,6,6
right lower lung zone,no change,anatomicalfinding|yes|airspace opacity,655,617
right lower lung zone,no change,anatomicalfinding|yes|atelectasis,9519,8968
right lower lung zone,no change,anatomicalfinding|yes|bronchiectasis,123,121
right lower lung zone,no change,anatomicalfinding|yes|calcified nodule,114,111
right lower lung zone,no change,anatomicalfinding|yes|consolidation,2052,1912
right lower lung zone,no change,anatomicalfinding|yes|cyst/bullae,41,40
right lower lung zone,no change,anatomicalfinding|yes|hydropneumothorax,140,130
right lower lung zone,no change,anatomicalfinding|yes|hyperaeration,126,117
right lower lung zone,no change,anatomicalfinding|yes|increased reticular markings/ild pattern,88,86
right lower lung zone,no change,anatomicalfinding|yes|infiltration,137,130
right lower lung zone,no change,anatomicalfinding|yes|linear/patchy atelectasis,1145,1092
right lower lung zone,no change,anatomicalfinding|yes|lobar/segmental collapse,924,860
right lower lung zone,no change,anatomicalfinding|yes|lung lesion,648,621
right lower lung zone,no change,anatomicalfinding|yes|lung opacity,16437,15508
right lower lung zone,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),387,369
right lower lung zone,no change,anatomicalfinding|yes|multiple masses/nodules,158,152
right lower lung zone,no change,anatomicalfinding|yes|pleural effusion,5360,5009
right lower lung zone,no change,anatomicalfinding|yes|pleural/parenchymal scarring,1051,1017
right lower lung zone,no change,anatomicalfinding|yes|pneumothorax,422,393
